"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1774677574645653632","Mon Apr 01 10:33:40 +0000 2024","0","@pengembaraSPKLU @./ gerindra masukin penjara langsung aja min tuh manusia","1774746950325387708","","penikmatwfa","in","","0","0","0","https://x.com/llfstu/status/1774746950325387708","587262231","llfstu"
"1774500706218877003","Mon Apr 01 10:33:04 +0000 2024","0","@sandyuda15 @vwexcellent @Nathanaels1611 @a12un Kaga juga mas. Gerindra baru ngetop baru2 ini Golkar cuma lagi apes aja. Selama ini legislatif emang Golkar main n eksekutif kan dari PPP. Kalo PPP udah redup ya Gerindra juga sama mas. Dibuktikan suara FZ ga lagi dewa disini ya saatnya Golkar ambil alih.","1774746798692917643","","sandyuda15","in","Jakarta","0","1","0","https://x.com/FelixSGL1/status/1774746798692917643","2862109627","FelixSGL1"
"1774746139398754616","Mon Apr 01 10:30:31 +0000 2024","3","Angka ini menunjukkan peningkatan lebih dari 60 persen dibanding tahun 2023","1774746157560074257","","Gerindra","in","Indonesia Raya ","0","0","0","https://x.com/Gerindra/status/1774746157560074257","397673651","Gerindra"
"1774746139398754616","Mon Apr 01 10:30:31 +0000 2024","3","Muhadjir menyatakan bahwa perkiraan tersebut berasal dari hasil survei yang dilakukan oleh Kementerian Perhubungan. Survei tersebut memperkirakan bahwa jumlah pemudik pada tahun 2024 diperkirakan mencapai 193 6 juta orang di seluruh Indonesia.","1774746155190272326","","Gerindra","in","Indonesia Raya ","0","1","0","https://x.com/Gerindra/status/1774746155190272326","397673651","Gerindra"
"1774746139398754616","Mon Apr 01 10:30:30 +0000 2024","1"," Puncak (arus) mudik diperkirakan terjadi tanggal 5-7 April 2024 dan arus balik tanggal 14-15 April 2024 katanya.","1774746153067917517","","Gerindra","in","Indonesia Raya ","0","1","0","https://x.com/Gerindra/status/1774746153067917517","397673651","Gerindra"
"1774746139398754616","Mon Apr 01 10:30:30 +0000 2024","1","Menteri Koordinator Bidang Pembangunan Manusia dan Kebudayaan Muhadjir Effendy menyebut puncak arus mudik diperkirakan terjadi pada 5-7 April 2024.","1774746150865948839","","Gerindra","in","Indonesia Raya ","0","1","0","https://x.com/Gerindra/status/1774746150865948839","397673651","Gerindra"
"1774746139398754616","Mon Apr 01 10:30:29 +0000 2024","1","Perlu diketahui pemerintah telah menetapkan periode cuti bersama untuk perayaan Lebaran tahun 2024 mulai dari Senin 8 April 2024 hingga Senin 15 April 2024.","1774746148672258497","","Gerindra","in","Indonesia Raya ","0","1","0","https://x.com/Gerindra/status/1774746148672258497","397673651","Gerindra"
"1774746139398754616","Mon Apr 01 10:30:29 +0000 2024","1"," Kami (Komisi V DPR) masih mendengar keluhan dari masyarakat soal sarana dan prasarana untuk mudik ini. Kami gelar agenda ini karena menurut kami penting untuk mengawasi seluruh kegiatan yang ada di setiap terminal yang menjadi simpul transportasi lainnya untuk memberikan ","1774746146453532799","","Gerindra","in","Indonesia Raya ","0","1","0","https://x.com/Gerindra/status/1774746146453532799","397673651","Gerindra"
"1774746139398754616","Mon Apr 01 10:30:28 +0000 2024","1","Hal ini ditegaskan Iwan Aras saat membuka agenda Kunjungan Kerja Spesifik Komisi V DPR RI di Kabupaten Lampung Selatan Provinsi Lampung Rabu (27/3/2024).","1774746144045973700","","Gerindra","in","Indonesia Raya ","0","1","0","https://x.com/Gerindra/status/1774746144045973700","397673651","Gerindra"
"1774746139398754616","Mon Apr 01 10:30:28 +0000 2024","1","Wakil Ketua Komisi V DPR RI Andi Iwan Darmawan Aras mengingatkan pemerintah untuk meningkatkan keamanan terminal jelang mudik. Sebab menurutnya terminal menjadi simpul arus antara pemudik dengan berbagai jenis transportasi.","1774746141797863697","","Gerindra","in","Indonesia Raya ","0","1","0","https://x.com/Gerindra/status/1774746141797863697","397673651","Gerindra"
"1774746139398754616","Mon Apr 01 10:30:27 +0000 2024","14","Wakil Ketua Komisi V Ingatkan Pemerindtah Terkait Kesiapan Terminal Jelang Mudik Lebaran https://t.co/M0C2FAKMd7","1774746139398754616","","","in","Indonesia Raya ","0","2","1","https://x.com/Gerindra/status/1774746139398754616","397673651","Gerindra"
